algo,instance,n,m,chi_true,seed,k_used,violations,gap_true,gap_dsatur,runtime_s
hybrid_aco_sa,myciel6,95,755,7,2.0,18,0,11,11,6.1296
hybrid_aco_sa,myciel6,95,755,7,3.0,18,0,11,11,6.1068
hybrid_aco_sa,myciel6,95,755,7,4.0,18,0,11,11,6.1139
hybrid_aco_sa,myciel6,95,755,7,5.0,18,0,11,11,6.1092
hybrid_aco_sa,myciel6,95,755,7,6.0,18,0,11,11,6.1079
hybrid_aco_sa,myciel6,95,755,7,7.0,18,0,11,11,6.1439
hybrid_aco_sa,myciel6,95,755,7,8.0,18,0,11,11,6.1127
hybrid_aco_sa,myciel6,95,755,7,9.0,19,0,12,12,6.1099
hybrid_ga_sa,myciel6,95,755,7,0.0,12,0,5,5,220.5839
hybrid_ga_sa,myciel6,95,755,7,1.0,12,0,5,5,218.8018
hybrid_ga_sa,myciel6,95,755,7,2.0,11,0,4,4,219.0201
hybrid_ga_sa,myciel6,95,755,7,3.0,11,0,4,4,218.9763
hybrid_ga_sa,myciel6,95,755,7,4.0,12,0,5,5,218.824
hybrid_ga_sa,myciel6,95,755,7,5.0,13,0,6,6,217.9829
hybrid_ga_sa,myciel6,95,755,7,6.0,13,0,6,6,218.5467
hybrid_ga_sa,myciel6,95,755,7,7.0,12,0,5,5,218.0174
hybrid_ga_sa,myciel6,95,755,7,8.0,12,0,5,5,218.4946
hybrid_ga_sa,myciel6,95,755,7,9.0,12,0,5,5,218.8654
sa,myciel6,95,755,7,0.0,33,0,26,26,1.032
sa,myciel6,95,755,7,1.0,36,0,29,29,1.0349
sa,myciel6,95,755,7,2.0,33,0,26,26,1.0358
sa,myciel6,95,755,7,3.0,33,0,26,26,1.0351
sa,myciel6,95,755,7,4.0,34,0,27,27,1.0357
sa,myciel6,95,755,7,5.0,37,0,30,30,1.0447
sa,myciel6,95,755,7,6.0,32,0,25,25,1.0488
sa,myciel6,95,755,7,7.0,31,0,24,24,1.0489
sa,myciel6,95,755,7,8.0,31,0,24,24,1.0529
sa,myciel6,95,755,7,9.0,31,0,24,24,1.0476
aco,myciel7,191,2360,8,0.0,107,0,99,99,384.8341
aco,myciel7,191,2360,8,1.0,109,0,101,101,382.7179
aco,myciel7,191,2360,8,2.0,109,0,101,101,381.8681
aco,myciel7,191,2360,8,3.0,107,0,99,99,381.3724
aco,myciel7,191,2360,8,4.0,107,0,99,99,379.928
aco,myciel7,191,2360,8,5.0,109,0,101,101,380.8192
aco,myciel7,191,2360,8,6.0,108,0,100,100,380.3141
aco,myciel7,191,2360,8,7.0,108,0,100,100,381.8625
aco,myciel7,191,2360,8,8.0,108,0,100,100,380.6865
aco,myciel7,191,2360,8,9.0,108,0,100,100,381.5565
dsatur,myciel7,191,2360,8,,8,0,0,0,0.0125
ga,myciel7,191,2360,8,0.0,75,0,67,67,10.3083
ga,myciel7,191,2360,8,1.0,67,0,59,59,10.2464
ga,myciel7,191,2360,8,2.0,64,0,56,56,10.1854
ga,myciel7,191,2360,8,3.0,73,0,65,65,10.274
ga,myciel7,191,2360,8,4.0,71,0,63,63,10.2665
ga,myciel7,191,2360,8,5.0,71,0,63,63,10.2991
ga,myciel7,191,2360,8,6.0,65,0,57,57,10.2818
ga,myciel7,191,2360,8,7.0,68,0,60,60,10.2403
ga,myciel7,191,2360,8,8.0,68,0,60,60,10.3368
ga,myciel7,191,2360,8,9.0,73,0,65,65,10.2546
gae,myciel7,191,2360,8,0.0,70,0,62,62,10.8314
gae,myciel7,191,2360,8,1.0,71,0,63,63,10.7871
gae,myciel7,191,2360,8,2.0,72,0,64,64,10.8235
gae,myciel7,191,2360,8,3.0,73,0,65,65,10.8576
gae,myciel7,191,2360,8,4.0,74,0,66,66,10.7939
gae,myciel7,191,2360,8,5.0,65,0,57,57,10.7558
gae,myciel7,191,2360,8,6.0,69,0,61,61,10.8433
gae,myciel7,191,2360,8,7.0,71,0,63,63,10.852
gae,myciel7,191,2360,8,8.0,66,0,58,58,10.7346
gae,myciel7,191,2360,8,9.0,72,0,64,64,10.751
hybrid_aco_sa,myciel7,191,2360,8,0.0,35,0,27,27,14.8355
hybrid_aco_sa,myciel7,191,2360,8,1.0,35,0,27,27,14.8321
hybrid_aco_sa,myciel7,191,2360,8,2.0,33,0,25,25,14.8401
hybrid_aco_sa,myciel7,191,2360,8,3.0,34,0,26,26,14.8667
hybrid_aco_sa,myciel7,191,2360,8,4.0,32,0,24,24,14.889
hybrid_aco_sa,myciel7,191,2360,8,5.0,36,0,28,28,14.8694
hybrid_aco_sa,myciel7,191,2360,8,6.0,35,0,27,27,14.8143
hybrid_aco_sa,myciel7,191,2360,8,7.0,31,0,23,23,14.8559
hybrid_aco_sa,myciel7,191,2360,8,8.0,34,0,26,26,14.8939
hybrid_aco_sa,myciel7,191,2360,8,9.0,35,0,27,27,14.8801
hybrid_ga_sa,myciel7,191,2360,8,0.0,22,0,14,14,504.1881
hybrid_ga_sa,myciel7,191,2360,8,1.0,22,0,14,14,501.9472
hybrid_ga_sa,myciel7,191,2360,8,2.0,23,0,15,15,501.2578
hybrid_ga_sa,myciel7,191,2360,8,3.0,22,0,14,14,501.9185
hybrid_ga_sa,myciel7,191,2360,8,4.0,22,0,14,14,501.8505
hybrid_ga_sa,myciel7,191,2360,8,5.0,23,0,15,15,501.4758
hybrid_ga_sa,myciel7,191,2360,8,6.0,22,0,14,14,502.1789
hybrid_ga_sa,myciel7,191,2360,8,7.0,23,0,15,15,502.5078
hybrid_ga_sa,myciel7,191,2360,8,8.0,22,0,14,14,500.8935
hybrid_ga_sa,myciel7,191,2360,8,9.0,22,0,14,14,501.1416
sa,myciel7,191,2360,8,0.0,67,0,59,59,2.4772
sa,myciel7,191,2360,8,1.0,70,0,62,62,2.4866
sa,myciel7,191,2360,8,2.0,66,0,58,58,2.4759
sa,myciel7,191,2360,8,3.0,71,0,63,63,2.479
sa,myciel7,191,2360,8,4.0,65,0,57,57,2.4754
sa,myciel7,191,2360,8,5.0,63,0,55,55,2.4724
sa,myciel7,191,2360,8,6.0,59,0,51,51,2.4945
sa,myciel7,191,2360,8,7.0,63,0,55,55,2.4873
sa,myciel7,191,2360,8,8.0,70,0,62,62,2.4931
sa,myciel7,191,2360,8,9.0,68,0,60,60,2.4779
aco,queen5_5,25,160,5,0.0,10,0,5,5,39.4018
aco,queen5_5,25,160,5,1.0,9,0,4,4,39.5183
aco,queen5_5,25,160,5,2.0,9,0,4,4,39.5621
aco,queen5_5,25,160,5,3.0,9,0,4,4,39.423
aco,queen5_5,25,160,5,4.0,10,0,5,5,39.3298
aco,queen5_5,25,160,5,5.0,10,0,5,5,39.2058
aco,queen5_5,25,160,5,6.0,9,0,4,4,39.3412
aco,queen5_5,25,160,5,7.0,9,0,4,4,39.2285
aco,queen5_5,25,160,5,8.0,11,0,6,6,39.2123
aco,queen5_5,25,160,5,9.0,9,0,4,4,39.0837
dsatur,queen5_5,25,160,5,,5,0,0,0,0.0004
ga,queen5_5,25,160,5,0.0,7,0,2,2,1.1526
ga,queen5_5,25,160,5,1.0,9,0,4,4,1.1557
ga,queen5_5,25,160,5,2.0,9,0,4,4,1.1535
ga,queen5_5,25,160,5,3.0,8,0,3,3,1.1561
ga,queen5_5,25,160,5,4.0,9,0,4,4,1.1601
ga,queen5_5,25,160,5,5.0,9,0,4,4,1.158
ga,queen5_5,25,160,5,6.0,9,0,4,4,1.1577
ga,queen5_5,25,160,5,7.0,8,0,3,3,1.1586
ga,queen5_5,25,160,5,8.0,8,0,3,3,1.1625
ga,queen5_5,25,160,5,9.0,8,0,3,3,1.1599
gae,queen5_5,25,160,5,0.0,8,0,3,3,1.2364
gae,queen5_5,25,160,5,1.0,9,0,4,4,1.2334
gae,queen5_5,25,160,5,2.0,8,0,3,3,1.2386
gae,queen5_5,25,160,5,3.0,8,0,3,3,1.2364
gae,queen5_5,25,160,5,4.0,8,0,3,3,1.2334
gae,queen5_5,25,160,5,5.0,9,0,4,4,1.2335
gae,queen5_5,25,160,5,6.0,9,0,4,4,1.233
gae,queen5_5,25,160,5,7.0,8,0,3,3,1.2328
gae,queen5_5,25,160,5,8.0,8,0,3,3,1.2334
gae,queen5_5,25,160,5,9.0,10,0,5,5,1.2344
hybrid_aco_sa,queen5_5,25,160,5,0.0,6,0,1,1,1.5217
hybrid_aco_sa,queen5_5,25,160,5,1.0,8,0,3,3,1.525
hybrid_aco_sa,queen5_5,25,160,5,2.0,7,0,2,2,1.532
hybrid_aco_sa,queen5_5,25,160,5,3.0,7,0,2,2,1.5293
hybrid_aco_sa,queen5_5,25,160,5,4.0,6,0,1,1,1.5309
hybrid_aco_sa,queen5_5,25,160,5,5.0,7,0,2,2,1.5298
hybrid_aco_sa,queen5_5,25,160,5,6.0,7,0,2,2,1.5293
hybrid_aco_sa,queen5_5,25,160,5,7.0,8,0,3,3,1.5319
hybrid_aco_sa,queen5_5,25,160,5,8.0,5,0,0,0,1.5337
hybrid_aco_sa,queen5_5,25,160,5,9.0,6,0,1,1,1.5382
hybrid_ga_sa,queen5_5,25,160,5,0.0,5,0,0,0,54.9437
hybrid_ga_sa,queen5_5,25,160,5,1.0,5,0,0,0,54.4697
hybrid_ga_sa,queen5_5,25,160,5,2.0,5,0,0,0,54.6227
hybrid_ga_sa,queen5_5,25,160,5,3.0,5,0,0,0,54.6418
hybrid_ga_sa,queen5_5,25,160,5,4.0,5,0,0,0,54.7046
hybrid_ga_sa,queen5_5,25,160,5,5.0,5,0,0,0,54.6814
hybrid_ga_sa,queen5_5,25,160,5,6.0,5,0,0,0,54.561
hybrid_ga_sa,queen5_5,25,160,5,7.0,5,0,0,0,54.5807
hybrid_ga_sa,queen5_5,25,160,5,8.0,5,0,0,0,54.5816
hybrid_ga_sa,queen5_5,25,160,5,9.0,5,0,0,0,54.5564
sa,queen5_5,25,160,5,0.0,10,0,5,5,0.2691
sa,queen5_5,25,160,5,1.0,11,0,6,6,0.2707
sa,queen5_5,25,160,5,2.0,10,0,5,5,0.2695
sa,queen5_5,25,160,5,3.0,11,0,6,6,0.2687
sa,queen5_5,25,160,5,4.0,11,0,6,6,0.2681
sa,queen5_5,25,160,5,5.0,11,0,6,6,0.2677
sa,queen5_5,25,160,5,6.0,12,0,7,7,0.2664
sa,queen5_5,25,160,5,7.0,12,0,7,7,0.2646
sa,queen5_5,25,160,5,8.0,11,0,6,6,0.2651
sa,queen5_5,25,160,5,9.0,11,0,6,6,0.2655
aco,queen6_6,36,290,7,0.0,13,0,6,4,58.8737
aco,queen6_6,36,290,7,1.0,12,0,5,3,58.8731
aco,queen6_6,36,290,7,2.0,12,0,5,3,58.6775
aco,queen6_6,36,290,7,3.0,12,0,5,3,58.6444
aco,queen6_6,36,290,7,4.0,13,0,6,4,58.7798
aco,queen6_6,36,290,7,5.0,13,0,6,4,58.8265
aco,queen6_6,36,290,7,6.0,12,0,5,3,58.6318
aco,queen6_6,36,290,7,7.0,12,0,5,3,58.7143
aco,queen6_6,36,290,7,8.0,13,0,6,4,58.5885
aco,queen6_6,36,290,7,9.0,13,0,6,4,58.6193
dsatur,queen6_6,36,290,7,,9,0,2,0,0.0007
ga,queen6_6,36,290,7,0.0,11,0,4,2,1.6497
ga,queen6_6,36,290,7,1.0,12,0,5,3,1.6527
ga,queen6_6,36,290,7,2.0,11,0,4,2,1.6526
ga,queen6_6,36,290,7,3.0,13,0,6,4,1.656
ga,queen6_6,36,290,7,4.0,13,0,6,4,1.666
ga,queen6_6,36,290,7,5.0,12,0,5,3,1.6526
ga,queen6_6,36,290,7,6.0,12,0,5,3,1.6621
ga,queen6_6,36,290,7,7.0,11,0,4,2,1.6611
ga,queen6_6,36,290,7,8.0,12,0,5,3,1.6636
ga,queen6_6,36,290,7,9.0,12,0,5,3,1.6522
gae,queen6_6,36,290,7,0.0,12,0,5,3,1.759
gae,queen6_6,36,290,7,1.0,11,0,4,2,1.759
gae,queen6_6,36,290,7,2.0,13,0,6,4,1.7523
gae,queen6_6,36,290,7,3.0,11,0,4,2,1.7503
gae,queen6_6,36,290,7,4.0,12,0,5,3,1.7602
gae,queen6_6,36,290,7,5.0,12,0,5,3,1.7602
gae,queen6_6,36,290,7,6.0,12,0,5,3,1.7569
gae,queen6_6,36,290,7,7.0,12,0,5,3,1.7492
gae,queen6_6,36,290,7,8.0,14,0,7,5,1.757
gae,queen6_6,36,290,7,9.0,14,0,7,5,1.7593
hybrid_aco_sa,queen6_6,36,290,7,0.0,10,0,3,1,2.3026
hybrid_aco_sa,queen6_6,36,290,7,1.0,11,0,4,2,2.2971
hybrid_aco_sa,queen6_6,36,290,7,2.0,10,0,3,1,2.3027
hybrid_aco_sa,queen6_6,36,290,7,3.0,10,0,3,1,2.3022
hybrid_aco_sa,queen6_6,36,290,7,4.0,10,0,3,1,2.305
hybrid_aco_sa,queen6_6,36,290,7,5.0,10,0,3,1,2.309
hybrid_aco_sa,queen6_6,36,290,7,6.0,11,0,4,2,2.3029
hybrid_aco_sa,queen6_6,36,290,7,7.0,10,0,3,1,2.3013
hybrid_aco_sa,queen6_6,36,290,7,8.0,10,0,3,1,2.312
hybrid_aco_sa,queen6_6,36,290,7,9.0,9,0,2,0,2.312
hybrid_ga_sa,queen6_6,36,290,7,0.0,8,0,1,-1,84.7417
hybrid_ga_sa,queen6_6,36,290,7,1.0,8,0,1,-1,84.4115
hybrid_ga_sa,queen6_6,36,290,7,2.0,8,0,1,-1,84.4232
hybrid_ga_sa,queen6_6,36,290,7,3.0,8,0,1,-1,84.2658
hybrid_ga_sa,queen6_6,36,290,7,4.0,8,0,1,-1,84.3751
hybrid_ga_sa,queen6_6,36,290,7,5.0,8,0,1,-1,84.3119
hybrid_ga_sa,queen6_6,36,290,7,6.0,8,0,1,-1,84.2667
hybrid_ga_sa,queen6_6,36,290,7,7.0,8,0,1,-1,84.084
hybrid_ga_sa,queen6_6,36,290,7,8.0,8,0,1,-1,84.1804
hybrid_ga_sa,queen6_6,36,290,7,9.0,8,0,1,-1,84.3037
sa,queen6_6,36,290,7,0.0,14,0,7,5,0.4134
sa,queen6_6,36,290,7,1.0,15,0,8,6,0.4143
sa,queen6_6,36,290,7,2.0,14,0,7,5,0.4118
sa,queen6_6,36,290,7,3.0,14,0,7,5,0.4133
sa,queen6_6,36,290,7,4.0,14,0,7,5,0.4141
sa,queen6_6,36,290,7,5.0,15,0,8,6,0.4135
sa,queen6_6,36,290,7,6.0,16,0,9,7,0.4136
sa,queen6_6,36,290,7,7.0,16,0,9,7,0.414
sa,queen6_6,36,290,7,8.0,15,0,8,6,0.4142
sa,queen6_6,36,290,7,9.0,16,0,9,7,0.4146
aco,queen7_7,49,476,7,0.0,18,0,11,7,83.1304
aco,queen7_7,49,476,7,1.0,19,0,12,8,82.8414
aco,queen7_7,49,476,7,2.0,18,0,11,7,82.7521
aco,queen7_7,49,476,7,3.0,16,0,9,5,82.6086
aco,queen7_7,49,476,7,4.0,16,0,9,5,82.1785
aco,queen7_7,49,476,7,5.0,17,0,10,6,82.1599
aco,queen7_7,49,476,7,6.0,17,0,10,6,82.1807
aco,queen7_7,49,476,7,7.0,16,0,9,5,82.245
aco,queen7_7,49,476,7,8.0,16,0,9,5,82.1517
aco,queen7_7,49,476,7,9.0,17,0,10,6,82.0196
dsatur,queen7_7,49,476,7,,11,0,4,0,0.0011
ga,queen7_7,49,476,7,0.0,16,0,9,5,2.3893
ga,queen7_7,49,476,7,1.0,16,0,9,5,2.375
ga,queen7_7,49,476,7,2.0,18,0,11,7,2.3847
ga,queen7_7,49,476,7,3.0,17,0,10,6,2.4088
ga,queen7_7,49,476,7,4.0,15,0,8,4,2.3815
ga,queen7_7,49,476,7,5.0,16,0,9,5,2.3956
ga,queen7_7,49,476,7,6.0,18,0,11,7,2.4058
ga,queen7_7,49,476,7,7.0,16,0,9,5,2.4109
ga,queen7_7,49,476,7,8.0,17,0,10,6,2.4228
ga,queen7_7,49,476,7,9.0,17,0,10,6,2.3974
gae,queen7_7,49,476,7,0.0,16,0,9,5,2.538
gae,queen7_7,49,476,7,1.0,17,0,10,6,2.5434
gae,queen7_7,49,476,7,2.0,17,0,10,6,2.4925
gae,queen7_7,49,476,7,3.0,18,0,11,7,2.5185
gae,queen7_7,49,476,7,4.0,17,0,10,6,2.5165
gae,queen7_7,49,476,7,5.0,17,0,10,6,2.5217
gae,queen7_7,49,476,7,6.0,16,0,9,5,2.5035
gae,queen7_7,49,476,7,7.0,16,0,9,5,2.5156
gae,queen7_7,49,476,7,8.0,16,0,9,5,2.5035
gae,queen7_7,49,476,7,9.0,18,0,11,7,2.5143
hybrid_aco_sa,queen7_7,49,476,7,0.0,13,0,6,2,3.2259
hybrid_aco_sa,queen7_7,49,476,7,1.0,13,0,6,2,3.2241
hybrid_aco_sa,queen7_7,49,476,7,2.0,13,0,6,2,3.2377
hybrid_aco_sa,queen7_7,49,476,7,3.0,14,0,7,3,3.2381
hybrid_aco_sa,queen7_7,49,476,7,4.0,13,0,6,2,3.2428
hybrid_aco_sa,queen7_7,49,476,7,5.0,13,0,6,2,3.2344
hybrid_aco_sa,queen7_7,49,476,7,6.0,14,0,7,3,3.2387
hybrid_aco_sa,queen7_7,49,476,7,7.0,12,0,5,1,3.2283
hybrid_aco_sa,queen7_7,49,476,7,8.0,12,0,5,1,3.2238
hybrid_aco_sa,queen7_7,49,476,7,9.0,13,0,6,2,3.2338
hybrid_ga_sa,queen7_7,49,476,7,0.0,10,0,3,-1,120.5567
hybrid_ga_sa,queen7_7,49,476,7,1.0,10,0,3,-1,119.5598
hybrid_ga_sa,queen7_7,49,476,7,2.0,10,0,3,-1,119.3898
hybrid_ga_sa,queen7_7,49,476,7,3.0,10,0,3,-1,119.2818
hybrid_ga_sa,queen7_7,49,476,7,4.0,10,0,3,-1,119.7552
hybrid_ga_sa,queen7_7,49,476,7,5.0,10,0,3,-1,119.601
hybrid_ga_sa,queen7_7,49,476,7,6.0,10,0,3,-1,119.6155
hybrid_ga_sa,queen7_7,49,476,7,7.0,11,0,4,0,119.4774
hybrid_ga_sa,queen7_7,49,476,7,8.0,9,0,2,-2,119.5591
hybrid_ga_sa,queen7_7,49,476,7,9.0,9,0,2,-2,119.4009
sa,queen7_7,49,476,7,0.0,20,0,13,9,0.5765
sa,queen7_7,49,476,7,1.0,21,0,14,10,0.5772
sa,queen7_7,49,476,7,2.0,19,0,12,8,0.5795
sa,queen7_7,49,476,7,3.0,18,0,11,7,0.5806
sa,queen7_7,49,476,7,4.0,20,0,13,9,0.5854
sa,queen7_7,49,476,7,5.0,21,0,14,10,0.5819
sa,queen7_7,49,476,7,6.0,17,0,10,6,0.5827
sa,queen7_7,49,476,7,7.0,19,0,12,8,0.5823
sa,queen7_7,49,476,7,8.0,18,0,11,7,0.5835
sa,queen7_7,49,476,7,9.0,19,0,12,8,0.587
aco,queen8_8,64,728,9,0.0,22,0,13,10,111.7642
aco,queen8_8,64,728,9,1.0,21,0,12,9,111.4172
aco,queen8_8,64,728,9,2.0,20,0,11,8,111.1643
aco,queen8_8,64,728,9,3.0,23,0,14,11,111.2062
aco,queen8_8,64,728,9,4.0,22,0,13,10,111.0895
aco,queen8_8,64,728,9,5.0,22,0,13,10,111.0976
aco,queen8_8,64,728,9,6.0,19,0,10,7,111.1657
aco,queen8_8,64,728,9,7.0,22,0,13,10,111.0818
aco,queen8_8,64,728,9,8.0,23,0,14,11,110.866
aco,queen8_8,64,728,9,9.0,23,0,14,11,111.0156
dsatur,queen8_8,64,728,9,,12,0,3,0,0.0017
ga,queen8_8,64,728,9,0.0,24,0,15,12,3.2999
ga,queen8_8,64,728,9,1.0,22,0,13,10,3.3215
ga,queen8_8,64,728,9,2.0,22,0,13,10,3.3282
ga,queen8_8,64,728,9,3.0,22,0,13,10,3.2944
ga,queen8_8,64,728,9,4.0,24,0,15,12,3.3126
ga,queen8_8,64,728,9,5.0,22,0,13,10,3.3275
ga,queen8_8,64,728,9,6.0,24,0,15,12,3.2977
ga,queen8_8,64,728,9,7.0,22,0,13,10,3.3156
ga,queen8_8,64,728,9,8.0,20,0,11,8,3.3116
ga,queen8_8,64,728,9,9.0,23,0,14,11,3.2755
gae,queen8_8,64,728,9,0.0,22,0,13,10,3.478
gae,queen8_8,64,728,9,1.0,21,0,12,9,3.5011
gae,queen8_8,64,728,9,2.0,20,0,11,8,3.5092
gae,queen8_8,64,728,9,3.0,23,0,14,11,3.4773
gae,queen8_8,64,728,9,4.0,23,0,14,11,3.4714
gae,queen8_8,64,728,9,5.0,23,0,14,11,3.4525
gae,queen8_8,64,728,9,6.0,22,0,13,10,3.4836
gae,queen8_8,64,728,9,7.0,22,0,13,10,3.4823
gae,queen8_8,64,728,9,8.0,23,0,14,11,3.4635
gae,queen8_8,64,728,9,9.0,23,0,14,11,3.4724
hybrid_aco_sa,queen8_8,64,728,9,0.0,17,0,8,5,4.3569
hybrid_aco_sa,queen8_8,64,728,9,1.0,16,0,7,4,4.3794
hybrid_aco_sa,queen8_8,64,728,9,2.0,17,0,8,5,4.3829
hybrid_aco_sa,queen8_8,64,728,9,3.0,17,0,8,5,4.3808
hybrid_aco_sa,queen8_8,64,728,9,4.0,16,0,7,4,4.3753
hybrid_aco_sa,queen8_8,64,728,9,5.0,16,0,7,4,4.3701
hybrid_aco_sa,queen8_8,64,728,9,6.0,16,0,7,4,4.379
hybrid_aco_sa,queen8_8,64,728,9,7.0,16,0,7,4,4.3805
hybrid_aco_sa,queen8_8,64,728,9,8.0,17,0,8,5,4.3768
hybrid_aco_sa,queen8_8,64,728,9,9.0,16,0,7,4,4.3775
hybrid_ga_sa,queen8_8,64,728,9,0.0,13,0,4,1,164.8433
hybrid_ga_sa,queen8_8,64,728,9,1.0,13,0,4,1,164.3229
hybrid_ga_sa,queen8_8,64,728,9,2.0,12,0,3,0,164.001
hybrid_ga_sa,queen8_8,64,728,9,3.0,13,0,4,1,163.7703
hybrid_ga_sa,queen8_8,64,728,9,4.0,13,0,4,1,164.0973
hybrid_ga_sa,queen8_8,64,728,9,5.0,13,0,4,1,163.907
hybrid_ga_sa,queen8_8,64,728,9,6.0,12,0,3,0,164.4346
hybrid_ga_sa,queen8_8,64,728,9,7.0,13,0,4,1,163.5951
hybrid_ga_sa,queen8_8,64,728,9,8.0,12,0,3,0,163.9481
hybrid_ga_sa,queen8_8,64,728,9,9.0,12,0,3,0,163.9838
sa,queen8_8,64,728,9,0.0,24,0,15,12,0.801
sa,queen8_8,64,728,9,1.0,25,0,16,13,0.8035
sa,queen8_8,64,728,9,2.0,23,0,14,11,0.7966
sa,queen8_8,64,728,9,3.0,24,0,15,12,0.7992
sa,queen8_8,64,728,9,4.0,24,0,15,12,0.8034
sa,queen8_8,64,728,9,5.0,26,0,17,14,0.8039
sa,queen8_8,64,728,9,6.0,24,0,15,12,0.8039
sa,queen8_8,64,728,9,7.0,26,0,17,14,0.7976
sa,queen8_8,64,728,9,8.0,26,0,17,14,0.8012
sa,queen8_8,64,728,9,9.0,26,0,17,14,0.8058
